d3mIndex,LRS-name,ID-type,Right-Ascension,Declination,Scale_Factor,Blue_base_1,Blue_base_2,Red_base_1,Red_base_2,blue-band-flux_1,blue-band-flux_2,blue-band-flux_3,blue-band-flux_4,blue-band-flux_5,blue-band-flux_6,blue-band-flux_7,blue-band-flux_8,blue-band-flux_9,blue-band-flux_10,blue-band-flux_11,blue-band-flux_12,blue-band-flux_13,blue-band-flux_14,blue-band-flux_15,blue-band-flux_16,blue-band-flux_17,blue-band-flux_18,blue-band-flux_19,blue-band-flux_20,blue-band-flux_21,blue-band-flux_22,blue-band-flux_23,blue-band-flux_24,blue-band-flux_25,blue-band-flux_26,blue-band-flux_27,blue-band-flux_28,blue-band-flux_29,blue-band-flux_30,blue-band-flux_31,blue-band-flux_32,blue-band-flux_33,blue-band-flux_34,blue-band-flux_35,blue-band-flux_36,blue-band-flux_37,blue-band-flux_38,blue-band-flux_39,blue-band-flux_40,blue-band-flux_41,blue-band-flux_42,blue-band-flux_43,blue-band-flux_44,red-band-flux_1,red-band-flux_2,red-band-flux_3,red-band-flux_4,red-band-flux_5,red-band-flux_6,red-band-flux_7,red-band-flux_8,red-band-flux_9,red-band-flux_10,red-band-flux_11,red-band-flux_12,red-band-flux_13,red-band-flux_14,red-band-flux_15,red-band-flux_16,red-band-flux_17,red-band-flux_18,red-band-flux_19,red-band-flux_20,red-band-flux_21,red-band-flux_22,red-band-flux_23,red-band-flux_24,red-band-flux_25,red-band-flux_26,red-band-flux_27,red-band-flux_28,red-band-flux_29,red-band-flux_30,red-band-flux_31,red-band-flux_32,red-band-flux_33,red-band-flux_34,red-band-flux_35,red-band-flux_36,red-band-flux_37,red-band-flux_38,red-band-flux_39,red-band-flux_40,red-band-flux_41,red-band-flux_42,red-band-flux_43,red-band-flux_44,red-band-flux_45,red-band-flux_46,red-band-flux_47,red-band-flux_48,red-band-flux_49
67,22317+5838,4,22.528,58.638,3.14e-16,1073.0,1329.0,1083.0,1115.0,6883.7095,6219.0664,6150.223,5800.514,5908.315,6131.768,6024.1685,6715.8945,7810.3906,8967.319,10081.833,11304.342,12230.698,12980.926,13359.024,13143.159,12743.555,12211.857,11789.639,11318.888,10667.416,10403.448,10054.476,9225.46,8785.468,8533.933,7661.058,7493.2173,6980.5415,6543.8926,5750.2583,5415.514,5269.219,4708.1997,4698.74,4484.224,4177.0723,3968.7246,4005.0288,3620.5261,3580.951,3526.222,3319.599,3646.3,10515.089,9749.324,8368.285,7048.0654,5790.1836,4822.5327,4172.4585,3686.5066,3275.0325,2997.2888,2756.0366,2469.23,2455.9263,2386.4302,2359.4963,2241.4233,2381.6548,2491.5183,2258.0298,2579.1138,2502.1487,2540.6675,2305.721,2192.335,2408.6563,2078.0315,2010.2627,2105.074,2029.7317,1759.926,1809.1896,1493.824,1603.8811,1490.6056,1447.2285,1499.5779,1448.6215,1519.2197,1295.076,1280.6075,1200.8154,1031.3903,1150.6449,1111.8964,981.9947,972.1267,883.26,1076.9949,672.1197
68,19422+3506,3,19.704,35.114,7.73e-16,371.0,413.0,236.0,234.0,6906.175,7053.4263,7212.968,7715.8237,8143.9185,8563.455,9041.863,9929.784,10508.766,11049.76,11563.797,11779.926,11636.845,11297.615,11018.474,10537.05,10403.832,10046.263,9743.875,9490.541,9159.978,8858.848,8511.14,8084.9756,7766.7104,7537.954,7114.268,6791.125,6302.4746,5925.402,5604.7324,5306.1387,4698.5938,4476.0283,4133.3174,3911.9902,3812.046,3637.3203,3376.7778,3282.9814,3207.5806,3236.3977,3075.1853,3027.9988,9025.337,8282.441,7374.0303,6419.0273,5327.933,4423.193,3823.7317,3389.783,3160.5789,2938.7297,2814.9614,2688.7395,2600.5234,2574.8337,2523.3962,2670.5745,2712.313,2815.3523,2706.2878,2795.8386,2886.6155,2860.9182,2810.7002,2827.9128,2827.9604,2628.1643,2618.4026,2536.3047,2440.7195,2416.2437,2308.3972,2324.3792,2117.2236,2100.1018,1902.7534,1809.6171,1886.8981,1824.4116,1674.8765,1705.5674,1649.2097,1542.5847,1487.4523,1499.7513,1476.4951,1410.3274,1365.0021,1304.964,1204.4667
69,13350-7221,2,13.584,-72.364,1.23e-16,2202.0,2094.0,1654.0,1659.0,9788.465,8360.482,8235.258,8175.334,8006.89,8173.97,9129.231,9239.364,9657.5,11245.909,11734.483,12580.985,12570.328,13513.1,12972.243,11665.457,11565.105,11623.053,10837.624,9339.624,9937.871,9100.696,8445.919,8155.98,7754.1357,8088.8877,6755.875,6575.958,6156.7866,5737.5854,5299.425,5227.8315,4911.818,4640.528,3654.966,4555.6914,3650.974,3899.3628,4044.4678,2938.3188,3400.0625,3875.5557,3024.0715,3719.8267,9498.49,8291.734,7821.614,6250.0054,5518.296,4452.702,3483.4958,3085.6968,3336.7537,2742.7612,2370.794,2021.2054,2287.771,1943.3541,1869.1515,2330.2112,1768.9476,2267.878,2446.6887,1966.3256,1964.4276,2200.0425,2036.3676,2158.3958,2531.7048,2514.3296,2214.6975,2157.7412,2269.4534,1642.8208,1744.2103,2081.3906,1934.947,1473.5458,1815.8944,1369.9861,1528.1813,1280.2012,875.6035,1470.9595,1019.895,1312.3419,1136.6543,1356.8181,1208.6703,1356.5508,903.7726,604.17236,1115.2057
70,18421+1147,0,18.703,11.786,2.53e-16,1225.0,1376.0,694.0,719.0,15950.664,16853.615,16521.35,16359.1045,14890.197,14863.3545,13825.159,12767.778,11863.003,11811.5205,11128.929,9867.339,10188.68,9448.442,9851.019,8564.658,8397.945,8960.947,8487.448,9035.14,9476.723,9325.763,9103.439,9269.155,8253.586,8044.926,7164.5728,7374.885,6853.6543,6579.547,5915.563,5348.134,4782.673,4545.402,4344.839,3511.179,3086.774,3193.2358,3023.695,2960.3562,3022.516,2561.596,2575.5571,2734.3203,8150.532,8509.967,7927.472,7229.2065,5407.5527,4429.478,3549.8838,3376.8115,2856.317,2221.964,2116.5388,1935.8577,1977.1836,2128.5593,1814.7545,1472.016,1650.4751,1765.2527,1382.0316,1077.9689,1237.1919,1265.1699,1196.6473,975.64514,920.66113,1211.2123,853.1964,732.6184,843.6871,1082.1655,706.82104,574.7032,890.4236,920.4696,724.68024,517.31775,547.39,523.4222,408.73883,382.85638,495.96252,734.5452,567.7733,601.7589,593.2848,474.79053,504.93515,446.29254,397.30722
71,17462-8647,2,17.771,-86.795,1.71e-16,1681.0,1558.0,1087.0,1051.0,16830.42,16241.118,16179.75,15021.791,14601.398,13785.843,13381.355,13055.374,11917.032,11520.324,11177.954,11863.434,10954.543,10765.128,10382.155,10188.581,9589.82,8724.951,8656.166,7902.042,8447.893,7582.8145,7388.863,6275.7817,6428.415,6272.631,5762.0693,5324.0254,5857.4404,5002.1064,5118.2295,5038.8105,4769.8975,4539.246,3605.1418,4601.8955,3986.1865,3624.405,4046.6455,3733.1816,3816.7551,3380.2927,3768.163,3337.6975,7776.0073,7185.7373,6329.338,5402.321,4658.6543,4656.6475,3751.6226,3380.6663,3035.8655,2886.5288,2874.2083,2474.865,1821.528,2022.7474,2445.6455,1503.9897,1926.8297,1926.3776,1748.5323,1893.1495,1449.205,1611.9167,1506.5399,1364.8627,1557.7463,1575.2589,1159.4117,1053.9407,1182.2557,1302.4929,1303.7975,1022.9112,893.1754,1148.395,1119.4094,999.7113,996.90186,834.85205,773.5672,1133.5197,971.4352,537.2411,596.84467,1238.9299,776.48694,406.749,802.9084,747.5766,782.93536
72,14086-6907,0,14.145,-69.118,3.5e-16,754.0,820.0,409.0,487.0,7362.151,7956.5464,8137.3057,8056.902,8557.695,8923.549,9284.438,9969.059,10302.517,10760.983,11339.459,11515.524,11035.471,10824.147,10302.896,9732.922,10106.569,9914.075,9241.677,8780.513,8813.036,8523.128,8340.719,7905.863,7699.737,7487.375,7016.318,6664.0063,6305.4565,5974.4155,5543.402,5043.661,4851.382,4605.372,4245.64,4219.6157,4077.3694,3788.9065,3527.9475,3419.474,3243.5203,3275.0413,3402.8054,3048.1548,8991.844,8007.66,7199.8037,6619.5083,5368.1577,4548.069,3980.5125,3455.518,3233.0366,3000.6162,2895.73,2673.4138,2624.8677,2533.8738,2647.8892,2854.4307,2719.8142,2933.929,2773.138,2728.6113,2962.8208,2869.6128,2791.4307,2870.7517,2881.3594,2605.7878,2743.9243,2629.6248,2401.6162,2339.8525,2296.8564,2342.6157,2129.687,2019.2604,2032.5818,1790.9614,1969.2914,1813.9413,1693.6023,1774.496,1757.9203,1557.6392,1392.3667,1398.3308,1543.0364,1465.2909,1290.0736,1433.5681,1284.6211
73,21453-4708,2,21.755,-47.146,1.68e-16,1627.0,1562.0,888.0,933.0,16091.208,15926.989,15359.896,14370.751,12806.109,12587.925,12189.386,12084.27,10170.322,11010.743,8849.274,9891.018,9910.368,9310.131,8245.676,8853.787,8153.711,7710.6353,7518.804,8013.63,7532.111,6970.0063,7345.835,7366.7915,6397.977,6100.483,6422.519,6533.5415,6425.8823,4735.7593,6885.683,7754.2896,4142.1626,4627.113,4323.7036,4296.4863,4819.754,4389.703,4285.719,4492.4546,4363.507,3789.544,3629.8813,3504.7327,7695.431,6946.5483,6157.4785,6047.5073,5690.1763,5121.9243,4551.8184,4726.003,3726.3547,3357.8188,3278.967,3236.6047,2538.2893,2714.6746,2001.092,2154.5334,1970.4197,2419.317,1838.2163,2135.6416,1980.4194,1894.2759,1627.8547,1766.1802,1542.0052,1760.937,1287.4503,1021.14124,1314.9419,1721.9303,1449.9241,1300.6948,1092.0222,1073.2589,1340.311,1187.3114,1224.2205,1466.3826,837.7351,1058.8258,1348.9822,973.5658,1110.2987,849.9945,1017.4418,1154.211,932.3042,666.2918,500.0319
74,14337-6215,0,14.563,-62.255,2.71e-16,1162.0,1352.0,516.0,598.0,8231.374,9042.895,9974.036,10251.653,10183.339,10505.151,10699.359,10505.044,11682.701,11525.658,11944.088,12012.424,11109.95,10685.445,10182.733,10228.014,9853.146,9368.479,9431.794,8890.939,8882.959,8541.327,7962.1772,7785.4326,7283.278,7392.26,6875.0845,6566.6865,6182.7954,5991.1997,5210.5186,4991.531,4506.1685,4689.613,4436.394,3907.1873,4239.036,3930.984,4192.856,3839.545,3663.4094,3726.2454,3282.379,3886.3271,9141.349,8089.9907,7073.0864,6458.655,5310.131,4481.667,3962.2686,3668.1619,3404.338,3240.8293,2916.7139,3007.379,2646.2998,2594.2546,2505.1802,2442.2449,2295.5845,2309.6372,2319.6091,2358.4578,2376.7432,2412.9155,2134.647,2158.525,2222.2573,2290.139,1891.1431,1938.4803,1947.3934,1872.5629,1914.482,1886.3885,1472.4359,1600.9376,1726.7135,1521.557,1516.9146,1302.1843,1374.4823,1353.4166,1300.7836,1128.6953,1048.6311,1340.7336,1057.4607,829.1332,1043.0062,1055.0264,782.7978
75,14591-4438,0,14.987,-44.641,1.25e-15,248.0,265.0,157.0,204.0,8507.853,8565.86,8887.457,9153.01,9734.626,10288.821,10668.896,11206.41,11402.833,11620.7295,11578.636,11298.017,10895.752,10650.924,10186.652,9787.982,9421.52,9151.666,8921.174,8608.395,8404.149,8261.928,7986.132,7685.294,7385.6523,7146.8394,6917.5713,6640.6,6284.9165,6105.749,5913.466,5506.507,5351.2007,5061.128,4685.1855,4630.071,4331.6563,4113.1523,3897.0352,3812.1133,3652.056,3513.4688,3421.3967,3393.7305,8413.629,7631.855,7086.2876,6582.5186,5766.324,5034.855,4318.932,3795.0662,3575.3628,3318.7217,3009.6348,2871.1274,2763.6563,2799.3303,2690.717,2574.9714,2607.1365,2576.112,2594.0066,2515.3145,2493.888,2422.387,2400.994,2360.5344,2256.879,2148.4675,2122.3628,2078.3823,2011.7543,1933.2119,1791.4705,1766.621,1710.774,1705.0292,1551.4055,1418.0668,1479.1412,1455.5466,1381.8699,1323.7064,1270.322,1190.708,1169.5424,1166.2747,1099.8038,1077.4691,1100.4626,988.69324,960.41656
76,17343+1052,2,17.573,10.881,1.47e-16,1757.0,1879.0,1105.0,1167.0,11130.815,10933.669,12187.089,10620.1045,9781.661,10355.174,10293.59,10507.062,12629.359,11624.077,12357.156,11326.271,12237.965,13154.54,12596.589,11118.887,10786.161,10146.344,9340.941,10225.64,9039.215,8185.6924,8467.489,7985.4985,8030.9834,7050.5664,6539.7324,6360.1875,6058.4585,5335.452,5792.78,4804.501,4416.0493,4386.2183,4399.8267,4106.325,4121.59,4437.583,4226.1577,3382.794,3904.6814,3838.044,3924.1902,3047.1372,9782.047,8304.309,7302.659,6285.029,5122.7637,4272.5425,3840.4873,3841.0667,3391.456,2901.7056,2582.4634,2676.5413,2605.0393,2441.9255,2175.9397,1750.7993,2042.8854,1797.9221,1681.6373,1655.437,1925.1488,1588.6577,1932.3994,1872.5497,1446.0924,1542.2759,1403.7089,1326.2719,1408.0548,1120.009,1166.4579,1370.5154,1203.1354,973.0601,1016.3713,1122.414,1067.6698,869.8267,852.1016,975.8999,1054.6884,1027.3611,819.9473,913.25256,649.58545,963.2205,704.4042,809.0192,227.01076
77,16534-3030,4,16.891,-30.502,1.05e-15,259.0,261.0,122.0,149.0,17863.531,16995.904,16304.36,15392.719,14387.539,13631.805,12819.213,12061.647,11445.311,10667.572,10252.993,10194.238,10007.095,9654.881,9438.393,8783.547,8642.262,8313.895,7919.4985,7653.494,7510.3774,7167.3403,6969.2,6782.0664,6358.3296,6173.0303,6090.444,5826.278,5716.181,5573.0693,5285.0615,5079.591,4710.8823,4725.509,4560.39,4641.0464,4497.938,4420.86,4330.943,4380.42,4213.47,4173.0757,4051.98,3896.0354,7617.1445,6784.711,6150.417,5585.87,5199.2793,4847.577,4611.463,4168.1265,3875.2202,3582.3442,3232.6377,2908.6353,2801.0847,2532.1538,2331.1072,2236.4614,2149.171,1992.2021,1838.9188,1733.3401,1673.6304,1681.7991,1578.0997,1489.0878,1423.9326,1333.1125,1308.3334,1278.0638,1222.1282,1259.744,1093.7814,1085.5645,1051.68,995.7953,1007.78284,955.58435,927.2385,864.0526,755.02155,763.383,799.26416,765.4556,636.2793,648.33875,522.84467,606.4491,554.33374,520.5663,457.45862
78,19503+2219,4,19.839,22.324,8.84e-16,394.0,367.0,259.0,287.0,12040.903,12161.823,11680.497,10844.896,10452.099,10189.597,9738.567,9853.064,10024.481,10213.598,10420.416,11142.156,11517.224,11469.706,11429.773,10826.823,10586.975,10140.891,9814.993,9266.414,8783.618,8499.449,8144.425,7937.4204,7393.8696,6913.573,6583.8276,6441.3247,6179.8896,5786.869,5506.4463,5303.195,4977.2153,4856.1914,4545.386,4395.2544,4445.019,4323.9785,4142.206,4086.948,4155.675,3894.1843,3684.563,3700.1416,8563.752,8246.332,6878.845,6192.0645,5343.3716,4680.69,4334.332,3924.7397,3411.4248,3259.9746,2918.766,2763.5586,2513.4797,2489.886,2325.8713,2211.2144,2272.4316,2123.641,2234.2268,2190.4714,2020.2086,1952.437,2032.7025,1899.1613,1932.6345,1809.2336,1689.6368,1749.7054,1617.4738,1563.6915,1483.3478,1409.3372,1385.9415,1410.6296,1235.4247,1090.5906,1086.1986,1131.1549,1059.7201,1035.1025,856.13776,864.4261,863.8633,910.1176,799.4935,709.1174,679.47485,718.1569,630.3246
79,18316-0602,3,18.527,-6.036,2.93e-16,874.0,943.0,481.0,514.0,34736.387,36548.805,34748.82,29966.598,23261.822,14702.726,9419.142,5299.72,2163.8264,565.38293,701.0641,1647.6538,1707.2407,-151.7691,457.8867,-297.13864,-209.15897,1151.311,-679.2621,-221.81085,71.123665,67.07729,-89.44396,697.36414,-470.57785,1644.9502,2098.742,1870.2054,3142.9307,3095.1035,2332.8303,4043.1995,3967.3894,4425.475,3627.2188,4819.9287,4230.468,5487.467,4625.117,4392.996,4975.738,4799.868,4692.263,5989.5757,-5.421773,656.69775,1178.4724,2555.3535,3298.147,4037.0354,4238.1514,5161.875,4488.123,5456.1646,5625.5005,5232.9507,4699.9766,4219.246,2594.5916,2683.9573,3704.6145,3047.4834,3550.4355,3507.5327,3460.6577,3245.2373,2692.6821,3617.3047,3205.3113,3287.0706,3107.9539,3450.6858,2830.096,3349.5022,3463.5256,3621.73,3804.0452,3946.2463,4766.832,4178.5396,4762.3486,4406.9116,4609.439,5289.6494,5235.323,5044.543,5146.802,5289.2197,5624.3257,6047.758,6182.2017,6035.6846,5311.172
80,15255+1944,4,15.426,19.736,8.25e-16,481.0,541.0,139.0,190.0,5975.77,6065.7065,5900.927,6348.1587,7327.869,7726.654,7912.495,8822.217,10109.3955,11397.95,11949.203,12387.257,12543.611,12788.956,12340.129,11709.349,11644.728,10996.463,10790.344,10469.667,10078.914,9500.811,9038.647,8672.202,8412.261,7865.2183,7389.631,7109.5103,6422.32,6104.4795,5754.301,5176.3296,4730.468,4465.242,4034.2275,4034.5674,3722.1926,3521.7073,3497.811,3364.741,3235.7231,3120.193,3090.9397,3067.0864,10576.853,9021.839,7727.053,6563.0864,5388.398,4376.868,3826.3872,3300.2178,3062.552,2857.2795,2662.8289,2581.642,2429.0474,2388.3645,2376.0183,2370.4407,2483.5085,2550.7725,2619.4084,2636.8457,2619.258,2574.7327,2550.4468,2412.9526,2480.365,2402.2168,2368.5676,2281.0173,2244.705,2119.4434,2023.8512,1974.103,1968.8514,1842.2979,1818.2006,1663.365,1606.9418,1530.3112,1475.2592,1488.963,1497.2858,1374.8685,1323.9022,1252.7269,1259.742,1210.1526,1141.701,1125.8281,952.2541
81,16269+4159,4,16.45,41.99,2.81e-15,116.0,125.0,48.0,72.0,21530.63,20004.863,18814.68,17310.725,15854.717,15002.321,13812.178,13057.857,12238.171,11377.091,10788.4,10151.776,9606.68,9283.8545,8834.647,8435.564,7960.2197,7585.116,7273.2095,7055.0083,6915.2573,6777.689,6505.022,6284.6563,6110.055,5968.143,5719.4595,5616.7773,5357.204,5171.7227,5114.81,4859.6035,4748.2188,4551.853,4399.0703,4435.87,4381.151,4152.1084,4223.7803,4173.426,3940.0317,3822.1301,3767.4238,3512.2449,7229.4116,6615.4346,5857.6943,5418.1514,4980.835,4554.456,4274.1147,3965.4824,3578.4363,3276.406,2937.3608,2694.2222,2575.3162,2393.2417,2219.906,2092.353,1966.999,1828.5903,1711.991,1617.1998,1559.4695,1479.9647,1417.9077,1366.761,1300.3746,1240.5391,1187.2535,1131.8016,1113.4063,1051.4408,1039.6052,1012.52655,981.1009,973.6548,896.4881,825.86774,853.31525,791.42957,714.2994,700.3703,673.3748,631.1339,595.43787,572.82385,574.1869,555.9455,544.2481,478.08063,464.21732
82,21270+7135,4,21.451,71.598,4.21e-16,832.0,870.0,334.0,409.0,7229.25,7428.414,7293.2427,7184.043,7576.4204,8056.738,8718.675,9389.279,10508.129,11464.14,12359.636,12847.281,13185.053,12921.847,12612.536,12225.414,11675.446,11062.076,10790.29,10384.482,10251.079,9695.404,9198.831,8488.965,8107.7095,7945.5303,7221.28,6876.0825,6507.833,5981.057,5674.7974,5155.242,4934.03,4571.584,4310.0313,4194.05,4024.749,3898.692,3784.1702,3415.998,3550.822,3345.5205,3388.1165,3071.851,10456.568,8895.168,7599.073,6434.2373,5413.622,4640.988,3969.3206,3583.094,3274.7625,2897.3174,2715.9407,2668.6553,2516.2124,2297.5237,2238.8584,2458.3967,2223.9878,2029.9747,2114.1572,2175.3167,2132.7417,2013.8147,2040.4836,2091.6843,2004.5555,1928.9847,1759.76,1793.7755,1826.3752,1667.3145,1643.7524,1503.4725,1379.0691,1541.491,1471.8947,1356.198,1475.4417,1509.671,1229.73,1098.2526,1121.0039,1018.3844,1008.0198,1004.87695,980.13055,988.5474,835.56036,676.82227,789.04913
83,22196-4612,4,22.328,-46.202,5.28e-15,66.0,92.0,95.0,48.0,16567.867,15643.925,14349.464,13320.415,12444.946,11806.512,10874.33,10683.253,10124.987,9750.339,9612.72,9652.037,9524.459,9398.5625,9289.368,9103.405,8870.719,8691.453,8490.499,8226.128,8238.839,7840.9565,7538.223,7359.0103,7082.9976,6873.756,6671.198,6570.4634,6384.61,6135.337,5892.7466,5713.5884,5402.5767,5316.9,5052.634,4895.197,4716.066,4423.441,4175.886,4080.2258,4007.9377,3730.3533,3726.5068,3600.82,8341.325,7694.528,7177.8364,6520.8623,5650.171,5116.575,4456.069,4030.8513,3542.1587,3190.2847,2971.8955,2760.1416,2524.9822,2451.689,2299.9143,2219.878,2098.0842,2028.0029,1979.5927,1904.4502,1864.3339,1765.7747,1697.2365,1688.764,1580.1239,1499.8384,1426.2102,1402.6361,1370.6982,1313.7064,1253.3599,1214.6957,1145.9712,1147.3346,1098.6101,1073.239,1067.8834,1017.4485,1000.3823,983.3041,954.52997,884.0161,866.9022,896.51196,854.3392,835.52313,801.67487,771.1548,708.9119
84,14582-5926,0,14.971,-59.441,6.38e-16,550.0,769.0,209.0,294.0,10135.739,10263.047,10674.817,11033.043,11041.196,11432.627,10758.913,10683.218,10431.91,9525.441,8760.604,8220.372,7727.809,7168.2124,7213.917,6931.4487,6852.826,6826.7334,6767.754,6746.662,6812.2593,6574.0728,6734.9526,6786.057,6528.497,6650.468,6606.533,6401.574,6240.579,6117.453,6026.0923,5594.3247,5423.7207,5223.8677,4937.4087,4769.3477,4830.718,4693.225,4334.899,4502.5215,4114.97,4065.4473,4052.558,4106.8076,7084.6895,6712.8936,6470.555,6382.0664,5814.125,5544.0024,4735.84,4340.185,4099.565,3884.6316,3586.782,3531.8108,3357.3083,3374.4294,3237.8474,3228.212,3212.5151,3176.114,3169.0342,3103.4192,3096.4077,3143.1177,3039.771,2937.6738,2905.157,2930.0176,2791.3936,2689.4019,2671.6292,2618.4932,2577.5815,2459.8164,2332.3115,2228.0103,2066.3782,2053.6313,2193.431,1990.3656,1952.0481,1988.18,1938.9124,1785.9419,1715.9617,1816.8275,1684.6454,1518.3114,1609.4576,1496.8402,1397.658
85,12283-5650,4,12.473,-56.836,7.92e-15,197.0,58.0,15.0,21.0,27619.818,23849.49,21067.113,19449.563,17817.783,16595.69,15317.286,14187.512,13237.257,12084.735,11403.719,10815.219,10417.497,9839.994,9183.782,8620.114,8558.855,8129.751,7501.239,7268.4717,6951.4063,6457.405,6322.6606,6109.2466,5718.897,5446.393,5404.024,5052.784,4858.7017,4779.6577,4596.686,4351.901,4174.439,4081.1436,3934.4658,3815.8086,3730.7952,3578.3584,3431.4966,3351.9626,3244.3152,3136.629,3062.5908,2957.6333,7180.1704,6230.764,5505.96,4986.1074,4365.207,3971.713,3541.7358,3210.0276,2965.356,2715.0803,2467.6213,2321.2346,2141.1682,1991.9904,1851.2416,1758.2245,1609.0673,1518.8702,1434.2937,1346.9154,1267.9646,1208.67,1129.7294,1076.0592,1033.6228,960.31036,923.4971,867.0367,833.0388,782.2007,765.05396,739.48865,683.0465,657.48785,626.3178,595.1507,603.2891,577.74255,540.96954,546.3089,526.385,481.19794,472.50833,458.2066,438.2926,429.6102,432.15912,398.21524,319.35626
86,12421-6217,0,12.702,-62.286,2.87e-16,1131.0,1351.0,666.0,716.0,13975.893,14254.836,14124.415,13672.033,13279.725,12610.76,11687.783,10860.463,10054.323,9013.579,8155.8804,8109.3384,7365.179,7122.968,6761.058,6863.8467,6639.7183,6815.527,6693.547,7034.6377,6988.895,6949.696,6936.47,6848.8384,6796.8877,6528.0674,6670.495,6583.1064,6473.101,6261.165,6057.374,5856.8687,5823.154,5383.155,5106.6997,5421.174,4986.159,4798.8726,4917.5854,4565.256,4514.0693,4437.0166,4122.029,3810.3145,6556.1294,6760.777,6657.9297,6602.11,6170.7886,5386.6245,5162.644,4757.409,4543.2505,4219.058,3959.666,3858.9636,3607.7476,3366.2825,3301.3074,2974.112,2664.7551,2703.4822,2562.545,2392.4958,2196.5708,2057.3306,2178.7493,2057.3628,1762.781,1677.0521,1900.5438,1886.0837,1659.5731,1507.5476,1685.7847,1609.8787,1524.2764,1519.6321,1481.0067,1379.2607,1479.8856,1567.5736,1483.6768,1315.6122,1382.2937,1324.3362,1185.4478,1329.8704,1336.7015,1063.4824,1013.6756,1211.5636,1082.4532
87,16473+5753,4,16.79,57.899,3.62e-16,710.0,849.0,483.0,477.0,18213.443,17241.078,17001.152,15653.111,14950.871,13740.888,13038.891,12057.478,11666.716,11539.831,11068.548,11469.395,10553.401,9944.573,10280.695,9656.261,8685.442,8317.043,8117.9956,8035.1514,7251.579,6607.822,7235.7656,6607.857,6170.9453,5956.5156,5850.399,5724.6436,5502.469,4989.001,4743.287,4718.081,4196.8525,4069.359,4367.09,4353.8364,3885.892,4230.9683,4237.4917,4003.893,3831.3455,3704.1003,3230.4287,3256.7813,8502.577,6930.127,5930.495,5470.218,4643.791,4514.1997,4250.7427,3843.5771,3410.814,3208.357,2805.1074,2638.0703,2661.9717,2083.5085,2164.485,2395.062,1934.6941,1891.6418,1754.0978,1697.2579,1858.9169,1536.3232,1634.9833,1314.3513,1609.8541,1379.7666,1517.784,1492.414,1439.482,1260.5643,1327.7053,1172.4044,1227.7297,1361.7922,907.27386,923.2228,1145.8612,962.9883,811.6093,794.0859,867.1112,788.561,629.3007,818.46185,899.3543,610.16876,830.821,573.1282,614.6446
88,15332-6430,0,15.555,-64.511,2.95e-16,1093.0,1144.0,669.0,671.0,9154.8545,9047.299,9441.147,9739.996,9538.891,9923.203,10003.146,10917.806,11233.334,11484.15,12234.978,11947.286,11453.01,11135.059,11012.714,10289.851,10352.108,9716.055,9216.375,9055.547,9291.415,8499.776,8460.198,8211.2705,7419.671,7389.7705,7121.5957,6482.92,6129.369,5238.655,5032.5044,5334.6147,4762.1025,4533.943,4538.567,4102.4414,4042.3462,3953.3352,3682.5178,3253.3115,3554.1199,3195.1736,3029.0667,2958.0054,9278.751,8201.558,7014.177,6240.0117,5461.717,4424.4775,3862.4346,3629.5857,3276.907,2873.267,2745.1035,2857.9817,2419.9119,2446.018,2375.7092,2392.1765,2535.3628,2485.718,2327.2617,2398.8276,2311.9966,2139.7693,2248.5266,2296.6807,2488.0823,2227.7058,1993.5004,2125.6768,2121.4941,2048.443,1830.7686,1761.8511,1691.5566,1770.0189,1780.9905,1410.4302,1615.6125,1614.1892,1256.0266,1620.9856,1344.089,1247.6287,1067.149,1119.4458,1145.573,1038.0952,1126.205,1197.7864,999.4031
89,16316-5026,2,16.528,-50.434,3.38e-16,1104.0,1140.0,472.0,452.0,14703.721,14336.741,13782.806,13222.282,12216.649,11429.478,10806.153,10527.051,10191.708,9656.157,9401.94,9505.177,9408.202,9332.756,9277.185,9028.017,8749.077,8716.716,8533.781,8347.551,8058.736,8054.556,7572.153,7415.7544,7222.962,7114.5728,6645.449,6659.5347,6253.3115,6169.7817,5758.6123,5785.97,5520.438,5200.3057,4941.4077,4745.4,4642.0664,4604.9326,4236.846,4173.249,4124.551,3799.5088,3598.5818,3606.1643,8291.258,7651.903,6875.164,6262.217,5779.9688,5317.5503,4648.259,4243.71,3868.9265,3591.756,3250.0295,3065.4912,2866.0435,2673.1997,2483.651,2456.258,2357.6963,2202.859,2077.7961,2020.569,2054.3447,1886.2257,1749.538,1740.2599,1610.1731,1566.1268,1571.7164,1461.4624,1420.7019,1317.0521,1345.7787,1343.0574,1270.8279,1191.9731,1065.1233,1131.8779,1140.7091,1022.1158,987.91113,1127.4545,1104.823,916.7075,769.95685,907.8255,943.0925,859.2101,839.86005,798.9936,792.87366
